ASIN,Title,Manufacturer,Product_Dimensions_inches,Batteries,Date_First_Available,Item_Weight,Is_Discontinued_By_Manufacturer,Item_model_number,seller,Seller_rank,Seller_category
B08M3ZYCCQ,Air Open Ear Wireless Bone Conduction Headphones Bluetooth 5.0 Outdoor Sport Headset IPX5 Sweatproof 6D Surround Sound Free Ears Earphones for Cycling Running Driving Gym (Blue),AS3 Air Bone Conduction Bluetooth Headset,1.97 x 1.97 x 1.97 ,,2020-10-28,0.09024,,,BuyBest US Store,5913,Earbud
B00CKJG7NS,"[Upgraded 2020] 12+Hours Sport Bluetooth Headphones - Professional Wireless Sport Earphones w/Mic - IPX7 Waterproof Deep Bass Music in-Ear Earbuds for Gym, Exercise, Running Workout for Men, Women",TBI Pro,0.39 x 0.91 x 0.59 ,1 A batteries required.,2013-06-24,0.11264,No,Bluet-2,ELZU US,931,Earbud
B07BNZT7RB,JVC HA-S20BTBE Flats Wireless Bluetooth On-Ear Headphone - Black - HAS20BTBE,JVC,0.59 x 5.91 x 6.69 ,1 Lithium Polymer batteries required. (included),2019-09-17,0.5408,No,HA-S20BT-B-E,Zouk,886,On-EarHeadphones
B0853NR4Y4,"bopmen S40 Active Noise Cancelling Bluetooth Headphones - Wireless ANC Over Ear Headphones, Stereo Sound Headphones with Comfortable Protein Earpads, Built-in Microphone for Airplane/Travel/Work/Home",YIZHAOSHENGXUE(SHENZHEN),6.29 x 6.69 x 2.75 ,1 Lithium ion batteries required. (included),2020-05-04,1.136,,S40,,385,Over-EarHeadphones
B08GZZLDC5,"Wireless Earbuds, LHBD Bluetooth Headphones in Ear 5.0 HiFi Bass Sound Bluetooth Earphones Sport Touch Control 25 Hrs with LED Display, Type-C Quick Charge Case for Running/Driving/Working/Relaxing",Ailsa Direct,3.02 x 1.38 x 1.69 ,2 Lithium Polymer batteries required.,2020-09-08,0.2368,,,Ailsa Direct,1940,Earbud
B08LSVLL39,"Wireless Earbuds, Lermom Bluetooth 5.0 Headphones, TWS HD Stereo Sound Earphones with LED Power Display Charging Case & Touch Control Built-in Mic, In-ear Headset Sweat Proof Earpieces for Sports/Work",Lermom,2.44 x 1.1 x 1.85 ,1 Lithium ion batteries required. (included),2020-10-24,0.01856,,,Lermom US,147,Earbud
B083FJNVPN,"Headphones for iPhone, Magnetic Earbuds for iPhone,Hi-Fi Steror Noise Isolation for iPhone Earphones with Microphone Controller Compatible with iPhone11/11Pro/XS/XR/X/8/8 Plus/7/7 Plus iPad Series",Jiyuantong,7.2 x 5.8 x 0.5 ,,2020-01-02,0.1296,,,Jiyuantong,680,Earbud
B07QB1LBZQ,KZ ZSN Pro Dynamic Hybrid Dual Driver in Ear Earphones Detachable Tangle-Free Cable Musicians in-Ear Earbuds Headphones (Blue Without Mic),"Shanghai Dianfu Information Technology Co., Ltd.",4.02 x 2.87 x 1.3 ,,2019-04-03,0.4624,,ZSN Pro,Sky Sound,1192,Earbud
B07Z8HNKKT,"PuroBasic Volume Limiting Wired Headphones for Kids, Boys, Girls 2+ Foldable & Adjustable Headband w/Microphone, Compatible with iPad, iPhone, Android, PC & Mac – by Puro Sound Labs, Blue",Puro Sound Labs LLC,9.92 x 9.84 x 3.62 ,,2019-10-17,0.8,,PBBLU,Puro Sound Labs,678,On-EarHeadphones
B083LC9WMB,"USB C to 3.5mm Headphone Adapter - USB Type C to AUX Audio Jack Hi-Res DAC Dongle Cable Cord Compatible with Pixel 5 4 3 XL, Samsung Galaxy S21 S20 FE Ultra S20+ Plus Note 20 5G Note 10",Xumee,4.96 x 0.43 x 0.31 ,,2020-01-08,0.10144,,XM-168,Xumee,52,HeadphoneAdapters
B081WSDLK2,"MillSO 6.35mm 1/4 Male to Dual 3.5mm 1/8 Female Headphone Adapter, TRS Stereo Sapphire Blue & Gold-Plated Audio Splitter for Amplifiers, Guitar Amp, Keyboard Piano, Home Theater, Mixer - 12 inch",MillSO,6.3 x 3.94 x 3.94 ,,2019-12-24,0.1128,,2F35-M635-30,MILLSO US,566,HeadphoneAdapters
B07VR6B9X3,"Bulk Earphones Earbuds Headphones Wholesale Lot Inexpensive Disposable Replacement for Kids Individually Bagged for School Classroom Students (1000 Pack, Black)",Maeline,16.61 x 14.09 x 10.04 ,,2019-07-27,23.6,,M6460130878,Maeline,8204,Earbud
B07Z89TVV8,"Bluetooth Retractable Headphones, Wireless Earbuds Neckband Headset Noise Cancelling Stereo Earphones with Mic (15 Hours Play Time, Rose)",LINYY,0.5 x 0.5 x 0.3 ,,2019-10-17,0.3328,,,LINYY,6052,Earbud
B083FNWT24,Vidonn F3 Bone Conduction Headphones Open Ear Wireless Bluetooth 5.0 Sport Earphones w/Mic HD Stereo Sweat-Proof Lightweight 29g Bluetooth Headset for Running Cycling Driving Fitness (Grey),Vidonn,6.4 x 5.7 x 2.4 ,2 Lithium ion batteries required. (included),2020-01-10,0.14112,,,"Vidonn Information Technology Co., Ltd",3504,Earbud
B08C6SJ735,"Polaroid Dynamic Audio Wireless Headphones - Rechargeable HD Headset with Wired and Wireless Bluetooth Connectivity - Stereo Sound Quality Headphone with Mic for Phone, Laptop, Computer Use (Pink)",Polaroid,9.84 x 9.49 x 3.74 ,,2020-07-02,1.648,,,Overtime Brands,3726,Over-EarHeadphones
B085VWFLFC,200pcs Stretchable Headphone Earpad Covers/Disposable Sanitary Replacement Ear Covers for Headphones Black (9cm),TVP,3.54 x 3.54 x 0.04 ,,2019-02-12,0.1296,,,Ivank,4259,HeadphoneEarpads
B08H1WSR7H,"Wireless Noise Cancelling Headphones Bluetooth 5.0, Mixcder E9 PRO Foldable Over Ear Headset with Microphone, Quick Charge, aptX LL, 35 Hours Playtime - Pacific Blue",Mixcder,9.76 x 8.15 x 2.72 ,1 Lithium Polymer batteries required. (included),2020-09-26,1.47,No,,Xfire,1215,Over-EarHeadphones
B08MTJBZTD,"Sleeping Headphones Bluetooth Eye Cover, Sleeping Wireless Music Soft Plush Blindfold, Sleeping Eye Cover with Built in Speakers for Travel/Nap, (Black)",KPP,5.5 x 4.4 x 1.8 ,1 Lithium ion batteries required. (included),2020-11-05,0.5632,No,,TIRUMIO,1374,Over-EarHeadphones
B07W5926YK,"Bluetooth Headphones, Riwbox XBT-90 Foldable Wireless Bluetooth Headphones Over Ear Hi-Fi Stereo Wireless Headset with Mic/TF Card and Volume Control Compatible for PC/Cell Phones/TV/ipad (Purple)",Riwbox,7 x 5 x 2 ,1 Lithium Polymer batteries required. (included),2019-08-04,1.696,,XBT-90,RIWBOX,749,Over-EarHeadphones
B08MW3LWFD,"Pink Stereo Gaming Headset with Mic for PS4, PS5, Xbox One, PC, Mobile, Switch, 3.5mm Jack Noise Cancelling Gamer Headphones Lightweight Over Ear Headphones",SADES,7.95 x 7.83 x 3.43 ,,2020-11-06,1.696,,,Gaming Winner,6353,VideoGames
B085NPCQLT,"TOZO NC9 Hybrid Active Noise Cancelling Wireless Earbuds, ANC in Ear Headphones IPX6 Waterproof Bluetooth 5.0 TWS Stereo Earphones, Immersive Sound Premium Deep Bass Headset,Black",TOZO,1 x 0.7 x 1 ,1 Lithium Metal batteries required. (included),2020-03-09,1.024,,AUI2127,Ilike,39,Earbud
B082H9S6XJ,"Mpow Headphone Carrying Case for Mpow 059, Mpow H5, H12, H17, H19, H21, Foldable Headphones of Other Brands, Storage Bag Pouch for Foldable Headphones Over Ear, On Ear",Mpow,6.3 x 6.69 x 2.76 ,,2019-09-09,0.672,,MPBH395AS,Topyo Pro,294,HeadphoneCases
B085G6CRLN,"Swimming Headphones,Waterproof MP3 Player Headphone for Swimming with Shuffle Feature-Black",Tayogo,6.22 x 5.74 x 1.73 ,1 Lithium ion batteries required. (included),2020-03-04,0.864,,,Swimming MP3,3895,AudioHeadphones
B088ZSQFZW,"Headphones Adapter for Piano Keyboard, 2-Pack 3.5mm 1/8'' Female to 6.35mm 1/4'' Male Jack Plug Stereo Adapter Gold Plated for Electronic Piano, Guitar, Drum",RFAdapter,9.92 x 7.01 x 0.63 ,,2020-05-21,0.208,,,RFAdapter,973,HeadphoneAdapters
B08HXJNDW7,"Extensible Headphone Stand Holder, Universal Gaming Headset Hanger with Cable Clip, Multifunctional Earphone Holder Hook with Cable Organizer(Holder Only) (3 Pack)",JCHPINE,2.75 x 2.28 x 1.49 ,,2020-07-15,0.1128,,,JCHPINE,418,HeadphoneStands
B08DP2JCYX,Gaming Headphones for Oculus Quest 2 and Other Virtual Reality Headsets | High Definition Vr Gaming in-Ear Audio | Noise Cancelling | Fully Immersive Virtual Reality Gaming Headset ● Sweat Resistant,8bitpizza,4 x 4 x 2 ,,2020-09-25,0.2304,,Quest Sound,8BitPizza,12968,VideoGames
B01N8U5175,JVC Full Sized Over Ear Headband Over Ear Full Size Headband Black (HARX330),JVC,3.94 x 7.68 x 10.04 ,,2016-11-10,1.92,No,HARX330,EcommStealz,703,Over-EarHeadphones
B081N446VV,"SEVIZ 10 Wireless Bluetooth Headphones, 30 Hours, The Best Sound and Powerful bass, Noise canceling, Ear-Friendly earpads, Foldable, Built-in Microphone, Stereo Headphones, Black",SEVIZ,7.87 x 7.48 x 2.36 ,1 Lithium ion batteries required. (included),2019-12-02,1.52,Yes,SEVIZ10-Black,SEVIZ,658,Over-EarHeadphones
B00NOT2URU,"Beyution Over Ear Wireless Cellphone Headset, Bluetooth Version 4.1 Stereo HiFi Sound Quality Wired Headphones with 3.5mm Audio Cable Connection for PC Tablet Laptop Smartphones (BT513-BK)",Beyution Factory,8 x 6 x 2 ,1 Lithium Metal batteries required.,2014-09-18,1.792,No,513-black-v4,Parts-Outlet,2381,Earbud
B07TS7J845,"Boltune Noise Cancelling Headphones, [Upgraded] Bluetooth Headphones with Microphone/Deep Bass Wireless Headphones Over-Ear, Protein Earpads 30H Playtime for Travel Work TV PC Cellphone, Brown",Boltune,7.48 x 6.5 x 3.74 ,,2019-07-02,1.424,,Noise Cancelling Headphones,HooToo-US,500,Over-EarHeadphones
B07Y3XPPL7,Plugfones Basic Pro Wireless Bluetooth in-Ear Earplug Earbuds - Noise Reduction Headphones with Noise Isolating Mic and Controls (Blue & Yellow),Plugfones,6.18 x 3.66 x 1.34 ,1 Lithium Polymer batteries required. (included),2019-09-19,0.10144,,,Plugfones,514,Earbud
B089YPBZ41,Air Conduction Headset Open-Ear Wireless Headphones Bluetooth 5.0 Sports Headset Stereo Sweatproof with Mic,Sinobright,4.65 x 1.89 x 5.43 ,1 Lithium Polymer batteries required. (included),2020-06-10,0.5632,,Trio,sinobright,2255,Earbud
B08L8R6L2M,"Vogek Lightning Earbuds Earphones Headphones with Microphone, Stereo Sound and Volume Control Compatible with iPhone 11 Pro Max iPhone X XS Max XR iPhone 8 Plus iPhone 7 Plus-Black",VOGEK,3.1 x 3.1 x 0.8 ,,2020-10-16,0.10144,,,Danhetech,1193,Earbud
B08MYW3C6S,"2Pack Lightning to 3.5mm Headphones Jack Adapter,Apple MFi Certified 2 in 1 iPhone Headphone Adapter Dongle Charger Jack Lightning to 3.5mm AUX Cord Splitter Compatible with iPhone 12/11/XS/XR/X/8/7",Belcompany,6.54 x 4.21 x 0.35 ,,2020-11-19,0.05072,,,HWCX,114,HeadphoneAdapters
B083YXKNPV,"2 in 1 USB Type C to 3.5mm Headphone Audio and Charger Adapter, QC and PD Fast Charging, Compatible with iPad Pro 2018 2020, iPad Air4, Samsung Note 20/10/S20, Google Pixel 4/4 XL/3/3 XL and More",NEEZUKAR,7.05 x 1.97 x 0.63 ,,2020-01-16,0.1408,,203-3.5mm-adapter,NEEZUKAR,376,HeadphoneAdapters
B08C6NWSVY,Aduro Rechargeable Bluetooth Wireless Headphones with Microphone Foldable Over The Ear Headphones with Mic Keynote Wireless Headset - Pink/Rose Gold,Aduro,8.7 x 7.8 x 3.3 ,,2020-07-01,2.048,,Keynote,Entronik,1181,Over-EarHeadphones
B0821T961W,WIRELESS NECK HEADPHONES,E-filliate Inc.,0.86 x 5.55 x 14.01 ,,2019-10-30,0.3072,,,,1702,Earbud
B08B6D34MS,UrbanX 2020 Headphones for Samsung Note 10/20 and S20 with Type C Connector | Designed by AKG with Microphone and Volume Button (White),UrbanX,6.1 x 4.17 x 1.3 ,,2020-06-15,0.1408,,,Cactus Tech,1701,Earbud
B08FMLQG29,"[Apple MFi Certified] for iPhone Headphone Adapter & Splitter, 2 in 1 Lightning to 3.5mm Headphone Audio & Charger Compatible for iPhone 11/XS/XR/X 8 7/iPad/iPod, Support Calling + Sync +Music Control",Veetone,6.46 x 4.25 x 0.28 ,,2020-09-30,1.408,,,Akwing,,
B07DWXZ8XG,"MoKo Headphone Stand, Universal Aluminum Headphone Hanger Headset Desk Holder Multifunctional Gadgets Mount with Adjustable Clamp for Beats, Sony, Sennheiser, Audio-Technica, PS5 Gaming headset, Black",MoKo,10.23 x 3.35 x 1 ,,2018-06-21,1.392,No,6543884780,BSCstore,153,HeadphoneStands
B08DR9HJGB,"USB Headset with Microphone Noise Cancelling, Stereo Computer Headphones with Volume Control & Mute Button, Corded Wired Office Headsets for Call Center, Buisness, Work, Skype, Zoom, Dragon Voice",Earbay,7.1 x 6.69 x 3.54 ,,2020-07-28,0.928,No,O890-USB2,Earbay-Direct,45,TelephoneHeadsets
B08MYS7QP4,"[Apple MFi Certified] Lightning to 3.5 mm Headphone Jack Adapter, 2 Pack iPhone 3.5mm Earphone/Headphone Aux Audio Adapter Dongle Converter for iPhone 11/Xs/XR/X/8/7/SE/iPad, Support iOS 13 and More",esbeecables,5.7 x 3.2 x 0.1 ,,2020-12-26,0.1296,,,TXuan,130,HeadphoneAdapters
B08DMW9VJ6,"Bulk Headphones Kids Headphones 5pack,YMJ Headphones for Kids,Girls Boys- Earbuds for Kids Colorful (Mixed Color) Headphones for Grils, Boys,Students, Libraries, Classroom",YMJ,2.55 x 10.23 x 1.96 ,,2020-07-26,2.288,,,Roina,556,Over-EarHeadphones
B019IACE24,"(2 Pack) Mpow Pro Bluetooth 5.0 Headset, Wireless Headphones with Noise Canceling Microphone, On Ear Headset for Cellphone, PC, Truck Driver, Call Center, Skype",MPOWA,6.69 x 4.82 x 6.89 ,1 A batteries required.,2017-04-11,1.344,No,MBH15D,MpowGlobal,71,TelephoneHeadsets
B08JYBLRN9,"Gaming Headset, Over Ear Headphones with Microphone for Xbox One, Computer, PS4, PS5, PC, Controller, LED Light Bass Surround Noise Cancelling Earmuffs for Laptop Mac Nintendo Switch Game",B-Qtech,10.28 x 8.5 x 3.7 ,,2020-09-24,2.208,,Hunterspider V-6,B -Qtech,18168,VideoGames
B07WVPB4FX,"REETEC Wireless Bluetooth Headphones V5.0 with Mic, 36 Hrs Playing Time Over Ear HiFi Stereo Wireless Headphones Deep Bass Foldable Headset for Phone TV PC iPad Rose Gold",REETEC,9.02 x 7.83 x 3.9 ,1 Lithium Polymer batteries required. (included),2019-08-19,1.17,,BTX9,RTMARKET,819,Over-EarHeadphones
B06WP1NVN1,Xtreme Xplosives Series Headphone with remote and Mic Black (HAFX103B),JVCKENWOOD USA Corporation,1.18 x 2.76 x 7.48 ,1 Lithium ion batteries required.,2017-02-09,0.336,No,HAFX103MB,,6076,Earbud
B08KTHMJXZ,"[Apple MFi Certified] Headphone Adapter & Splitter for iPhone, 2 in 1 3.5mm Earphone Audio & Charger Splitter Adapter, Compatible for iPhone 11/11 Pro/Xs/Xs Max/XR/X/8/7, Support all IOS systems",esbeecables,6.57 x 4.25 x 0.43 ,,2020-10-07,0.05072,,,Glaida,439,HeadphoneAdapters
B07THBQGHD,OEM UrbanX 2019 Stereo Headphones for Samsung Galaxy S10 S10e Plus Braided Cable - Designed by AKG - with Microphone and Volume Buttons (White),Urban Extreme LLC,4 x 3 x 1 ,,2019-06-24,0.1296,,UXAKGS10E,Cactus Tech,1496,Earbud
B08PKM4SRP,"iSeneo True Wireless Earbuds, Bluetooth 5 Headphones in Ear with Charging Case, Clear Sound, USB-C, 35H Playtime, IPX8 Waterproof, Wireless Earphones for Work, Home Office, Black (BH481A)",iSeneo,4.41 x 4.25 x 1.46 ,,2020-12-03,0.3104,,BH481A,Bert Laurie,1753,Earbud
B08MQDK2GJ,"USB Headset with Microphone - Computer Headphones with Noise Cancelling, Lightweight Wired Headphones for PC Laptop, Business Headset for Skype, Webinar, Call Center, Online Course",Cakuni,7.52 x 5.63 x 1.61 ,,2020-11-04,0.4512,,,Loars,209,ComputerHeadsets
B07RST8R64,"Paww SilkSoundX Bluetooth Workout Headphones - Unisex Lightweight & Sweat Proof Wireless Headphone w/Equalizer, Retractable Earbuds & Microphone - Mobile Music Accessory for Sports & Gym Exercise",Paww,7 x 5 x 2 ,1 Lithium ion batteries required. (included),2019-05-13,1.664,,,PAWW,5551,AmazonLaunchpad
B08DMFF2KJ,"DOBO Waterproof Headphones for Swimming,IPX8 Waterproof 8GB MP3 Player Sports Swimming Headphones Wireless Bluetooth 5.0 Earbuds with Noise Cancelling MIC for Sport,Swimming,Running,Gym,Workout",DOBO,5.2 x 5.16 x 2.05 ,1 Lithium Polymer batteries required. (included),2020-08-16,0.896,No,,Govov,1326,Earbud
B07YWP942R,SOMIC Pink Headphone Stand Gaming Headset Holder with Solid Base and Flexible Earphone Hanger with Supporting for All Headphones Size,SOMIC,10.79 x 2.87 x 0.91 ,,2019-10-11,0.752,,SC-Pink-Stand,Somic Technology,32,HeadphoneStands
B08HGLJC21,"Bluetooth Headphones Speaker 2 in 1,Bluenin Wireless Headphones Neckband Wearable Speaker Retractable Earbuds 3D Stereo Sound Sweatproof Headset with Mic (Gray)",Bluenin,7.2 x 6.2 x 1.2 ,,2020-09-04,1.408,,BN 930,Bluenin,5244,Earbud
B003LPTAYI,Sennheiser HD 202 II Professional Headphones (Black),Sennheiser,8 x 3 x 9.4 ,1 Lithium ion batteries required.,2009-10-01,0.736,No,HD 202 II,classic stone,574,Over-EarHeadphones
B07KT16Z9K,"in-Ear Monitors, [Newest Updated Version] Wired Earbuds Headphones/Earphones/Headset Dual Drivers with MMCX Detachable Cables, Noise-Isolating Sweatproof Earphones HiFi Stereo (Black)",DCMEKA,4 x 3.2 x 0.9 ,,2018-11-22,0.2528,No,5647448743,CHGUS,652,Earbud
B07XFPLJPD,"EK-MH9 Bluetooth Headphones Over Ear, Comfortable Wireless Headphones, Hi-Fi Sound and Soft Earpads, Built-in Mic, Foldable,w/Wired Mode, for Online Class, Home Office, PC/Cell Phones/TV (Silver)",OYEALEX,7.1 x 3.1 x 7.1 ,1 Lithium Polymer batteries required. (included),2019-09-03,1.408,,MH9,OYEALEX,1405,Over-EarHeadphones
B086QG7HBG,Edifier G2II Gaming Headset for PC PS4 USB Wired Gaming Headphones with 7.1 Surround Sound with Noise Canceling Microphone and RGB Light 50mm Driver Compatible with Mac Desktop PC Black,Edifier,11.22 x 10.59 x 4.76 ,,2020-04-03,1.1,,,edifier-gaming store,6794,VideoGames
B00MR8Z28S,Jabra Move Wireless Stereo Headphones - Black,Jabra,7.09 x 7.56 x 1.25 ,1 Lithium ion batteries required. (included),2014-09-01,1.03,No,100-96300000-02,NCG Ltd.🛒,580,On-EarHeadphones
B08LQDMJP2,"【2021 Upgrade】 7.1 Stereo Surround Sound with Mic PC Headset 50mm Drivers Noise Canceling Over Ear Headphones PS4 Gaming Headset Xbox One Headset Compatible with Xbox One, Switch, PC, PS3, Mac, Laptop",JINDUN,12.87 x 10.67 x 5.08 ,,2020-10-23,1.08,,,JINDUN Direct,6972,VideoGames
B00SKWITGC,Roland RH-300V V-Drums Stereo Headphones,,10 x 8 x 4 ,,2015-02-10,1.616,No,RH-300V,Future Station,831,Over-EarHeadphones
B07L636MMY,co2crea Hard Travel Case for iJoy Matte Finish Premium Rechargeable Wireless Bluetooth Over Ear Headphones Foldable Headset (Black Case),co2crea,7 x 7 x 4 ,,2018-01-12,0.928,No,,co2crea,1906,Over-EarHeadphones
B086YGVX65,"Giveet Bluetooth Headphones for Cell Phones, Wireless Office On Ear Headset with Noise Cancelling Microphone, 90° Swiveling Earcups, 12h Talking Time for Trucker, Telephone, Skype, Call Center, PC",JGZH,4.72 x 3.15 x 0.59 ,1 Lithium ion batteries required. (included),2020-04-09,0.4512,,BH-M20C,JGZHDirect-US,27606,VideoGames
B08G19DYXH,YW YUWISS T04 Bluetooth 5.0 True Wireless Earbuds with Charging Case Cordless in Ear Headphones IPX6 Waterproof with Noise Cancelling Mic for Apple iPhone Android Samsung (Black),YW YUWISS,0.98 x 0.94 x 0.9 ,2 Lithium ion batteries required. (included),2020-08-17,0.976,,T04-A,Youhao Store,249,Earbud
B08K95FTZ8,"[Apple MFi Certified] iPhone Aux Cord for Car, Lightning to 3.5 mm Headphone Jack Adapter Male Aux Stereo Audio Cable Compatible with iPhone SE/11/11 Pro/XS/XR/X 8 7 iPad/iPod (3.3FT White)",Veetone,6.54 x 4.13 x 0.51 ,,2020-08-03,0.09568,,3.5mm audio output cable,Goegtuu,,
B082D8VGMQ,"Sleep Earbuds, Hearprotek 2 Pairs Ultra Soft Lightweight Silicone Sleeping Earphone Headphones with Volume Control and mic for Side Sleeper, Snoring, Air Travel, Relaxation (Black)",Hearprotek,3.15 x 3.15 x 1.46 ,,2019-12-04,0.3376,,,Hearprotek US,386,Earbud
B07RZ9JFKT,iHome Hello Kitty Youth Headphones,iHome,6 x 6 x 5 ,,2019-05-17,1.28,,HY140EXV9,MASHOLIVE,5495,Earbud
B086Q9LCRF,"Altec Lansing Whisper Active Noise Cancelling Headphones, Black (MZX1003-BLK)",Altec Lansing Technologies,10.63 x 8.27 x 3.94 ,1 Lithium ion batteries required. (included),2020-10-01,2.304,,MZX1003-BLK,,1251,Over-EarHeadphones
B07Q51FM5T,"MoKo Headphone Stand, Universal Aluminum Headphone Foldable Hanger Adjustable Headset Stand Clamp Mount Desk Hook Holder for All Headphone Sizes, Sennheiser, Audio-Technica, PS5 Gaming Headset- Black",MoKo,2.17 x 3.27 x 1.18 ,,2019-04-03,0.848,,B07Q51FM5T,Know White,263,HeadphoneStands
B08RDYGB2K,"Kids Headphones with Microphone for School, Headset and mic for Computer, Chromebook, Laptop, Phone. Perfect for Zoom, Skype, Distance Learning",ANYWY,3 x 3 x 4 ,,2020-12-28,0.5648,,,LeoGrin,253,ComputerHeadsets
B07PBYQYVQ,"GumDrop Droptech B1 Over-Ear Headphones with Chew-Proof Tangle Free Cord, 3.5mm Audio Jack (75dB/110dB) for Classroom, Students, Kids -Black, Rugged, Plug & Play, No Microphone (Black)",Gumdrop Cases,2.62 x 6.37 x 7 ,,2019-02-28,1.536,No,01H000E01-0,,1111,Over-EarHeadphones
B07TWVZX66,"Beznaka Audio Cable Gold Plated for Guitar Headphones Amp,Female Stereo Jack Adapter - 6.5mm(1/4 inch) Revolution to 3.5mm(1/8 inch) Female Headphone Microphone Conversion,(2-Pack)",Xiangzhou Electronic,2.24 x 1.34 x 0.24 ,,2019-07-05,0.09568,,,Xiangzhou Electronic,1524,HeadphoneAdapters
B08NDZ8GFG,"[Apple MFi Certified] 2 Pack Headphone Adapter for iPhone, 2 in 1 iPhone 7/8/x Adapter Lightning to 3.5mm AUX Headphone Jack Compatible with iPhone 12/12 Pro/11/XS/XR/X 8 7/iPad/iPod, Support All iOS",esbeecables,4.92 x 1.97 x 0.39 ,,2020-12-31,0.05072,,,Glaida,725,HeadphoneAdapters
B08GKJW2CN,"CALIDAKA Sleep Headphones Bluetooth Headband with HD HiFi Audio Sound, Long Time Play Sleeping Headsets with Built in Speakers Perfect for Workout, Running, Yoga (Gray)",CALIDAKA,12.6 x 3.94 x 3.15 ,1 Lithium Polymer batteries required. (included),,0.05632,,,xianqianqin,946,Over-EarHeadphones
B08N1FCKZJ,JCKDJ8With Remote Control with Microphone Stereo Bass Wired in Ear Headphones Earbuds Apply to Laptop Android MP3 Player Smart Phone with All 3.5mm Jacks (4 Pack) (Black+White+Pink+Green 4pairs),JCKD,6.34 x 3.15 x 0.71 ,,2020-11-10,0.3328,,,weijia Store,1299,Earbud
B08PPB9GBW,"Wireless Earbuds, Bluetooth 5.1 Earbuds Touch Control in-Ear True Wireless Headphones, 20 Hrs Playtime with Charging Case, Hi-Fi Stereo Earbuds with Built-in Mic for iPhone/Android/Airpods/Apple",CHENXJ,3.9 x 3.9 x 1.34 ,1 Lithium ion batteries required. (included),2020-12-04,0.5968,,G5,gongyeyuanA,3585,Earbud
B081RBT9HM,"Black Panther Headphones, Adjustable Headband, Stereo Sound, 3.5Mm Jack, Wired Headphones, Tangle-Free, Volume Control, Foldable, Kids Headphones Over Ear for School Home Travel",Kids Disney Headphones,8.15 x 7.17 x 3.15 ,,2019-11-20,1.28,,,The Joy Bringers LLC,2051,Over-EarHeadphones
B018VZBH5M,Meze 99 Classics over-ear headphones ( Walnut Gold ),Meze Headphones,9.45 x 4.33 x 8.67 ,,2015-12-03,1.472,No,Meze99Classics WalnutGold,MEZE HEADPHONES,1013,Over-EarHeadphones
B08PG1GXYN,True Wireless Earbuds Bluetooth 5.0 Headphones in-Ear TWS Mini Headset for Sport Deep Bass Stereo Earphones HD Sound Waterproof Noise Cancelling Mic 48 Hours Playtime Black,SimpTronic,4.09 x 3.86 x 1.57 ,2 Lithium ion batteries required. (included),2020-12-02,0.5632,,,HarlambieBota,2386,Earbud
